PurchaseOrderID,PurchaseOrderLineID,ReceivedOuters,ExpectedUnitPricePerOuter,OrderDate,SupplierID
1505,6006,2166,170.0,2021-06-26,7
1506,6007,2469,84.0,2021-06-29,4
1506,6008,2503,84.0,2021-06-29,4
1506,6009,1193,84.0,2021-06-29,4
1506,6010,2462,96.0,2021-06-29,4
1506,6011,1293,90.0,2021-06-29,4
1506,6012,2588,96.0,2021-06-29,4
1507,6013,984,47.5,2021-06-29,7
1507,6014,1912,38.4,2021-06-29,7
1507,6015,2165,170.0,2021-06-29,7
1508,6016,2467,84.0,2021-06-30,4
1508,6017,2510,84.0,2021-06-30,4
1508,6018,1191,84.0,2021-06-30,4
1508,6019,2462,96.0,2021-06-30,4
1508,6020,1289,90.0,2021-06-30,4
1508,6021,2586,96.0,2021-06-30,4
1509,6022,981,47.5,2021-06-30,7
1509,6023,1915,38.4,2021-06-30,7
1509,6024,2175,170.0,2021-06-30,7
1510,6025,863,84.0,2021-07-01,4
1510,6026,878,84.0,2021-07-01,4
1510,6027,415,84.0,2021-07-01,4
1510,6028,864,96.0,2021-07-01,4
1510,6029,450,90.0,2021-07-01,4
1510,6030,904,96.0,2021-07-01,4
1511,6031,992,47.5,2021-07-01,7
1511,6032,1914,38.4,2021-07-01,7
1511,6033,2173,170.0,2021-07-01,7
1512,6034,2472,84.0,2021-07-02,4
1512,6035,2515,84.0,2021-07-02,4
1512,6036,1183,84.0,2021-07-02,4
1512,6037,2481,96.0,2021-07-02,4
1512,6038,1281,90.0,2021-07-02,4
1512,6039,2583,96.0,2021-07-02,4
1513,6040,995,47.5,2021-07-02,7
1513,6041,1922,38.4,2021-07-02,7
1513,6042,2171,170.0,2021-07-02,7
1514,6043,2473,84.0,2021-07-03,4
1514,6044,2516,84.0,2021-07-03,4
1514,6045,1184,84.0,2021-07-03,4
1514,6046,2489,96.0,2021-07-03,4
1514,6047,1282,90.0,2021-07-03,4
1514,6048,2588,96.0,2021-07-03,4
1515,6049,1001,47.5,2021-07-03,7
1515,6050,1924,38.4,2021-07-03,7
1515,6051,2169,170.0,2021-07-03,7
1516,6052,10,84.0,2021-07-04,4
1517,6053,6,47.5,2021-07-04,7
1518,6054,2469,84.0,2021-07-06,4
1518,6055,2517,84.0,2021-07-06,4
1518,6056,1198,84.0,2021-07-06,4
1518,6057,2503,96.0,2021-07-06,4
1518,6058,1275,90.0,2021-07-06,4
1518,6059,2616,96.0,2021-07-06,4
1519,6060,1025,47.5,2021-07-06,7
1519,6061,1934,38.4,2021-07-06,7
1519,6062,2172,170.0,2021-07-06,7
1520,6063,2478,84.0,2021-07-07,4
1520,6064,2525,84.0,2021-07-07,4
1520,6065,1201,84.0,2021-07-07,4
1520,6066,2505,96.0,2021-07-07,4
1520,6067,1279,90.0,2021-07-07,4
1520,6068,2630,96.0,2021-07-07,4
1521,6069,1026,47.5,2021-07-07,7
1521,6070,1934,38.4,2021-07-07,7
1521,6071,2187,170.0,2021-07-07,7
1522,6072,2493,84.0,2021-07-08,4
1522,6073,2523,84.0,2021-07-08,4
1522,6074,1197,84.0,2021-07-08,4
1522,6075,2513,96.0,2021-07-08,4
1522,6076,1275,90.0,2021-07-08,4
1522,6077,2634,96.0,2021-07-08,4
1523,6078,1023,47.5,2021-07-08,7
1523,6079,1932,38.4,2021-07-08,7
1523,6080,2185,170.0,2021-07-08,7
1524,6081,2500,84.0,2021-07-09,4
1524,6082,2521,84.0,2021-07-09,4
1524,6083,1203,84.0,2021-07-09,4
1524,6084,2517,96.0,2021-07-09,4
1524,6085,1277,90.0,2021-07-09,4
1524,6086,2643,96.0,2021-07-09,4
1525,6087,1020,47.5,2021-07-09,7
1525,6088,1930,38.4,2021-07-09,7
1525,6089,2186,170.0,2021-07-09,7
1526,6090,2525,84.0,2021-07-10,4
1526,6091,2519,84.0,2021-07-10,4
1526,6092,1208,84.0,2021-07-10,4
1526,6093,2515,96.0,2021-07-10,4
1526,6094,1273,90.0,2021-07-10,4
1526,6095,2641,96.0,2021-07-10,4
1527,6096,1017,47.5,2021-07-10,7
1527,6097,1935,38.4,2021-07-10,7
1527,6098,2184,170.0,2021-07-10,7
1528,6099,12,84.0,2021-07-11,4
1528,6100,3,96.0,2021-07-11,4
1528,6101,4,90.0,2021-07-11,4
1529,6102,8,38.4,2021-07-11,7
1530,6103,2524,84.0,2021-07-13,4
1530,6104,2525,84.0,2021-07-13,4
1530,6105,1219,84.0,2021-07-13,4
1530,6106,2520,96.0,2021-07-13,4
1530,6107,1282,90.0,2021-07-13,4
1530,6108,2637,96.0,2021-07-13,4
1531,6109,1017,47.5,2021-07-13,7
1531,6110,1942,38.4,2021-07-13,7
1531,6111,2186,170.0,2021-07-13,7
1532,6112,2522,84.0,2021-07-14,4
1532,6113,2548,84.0,2021-07-14,4
1532,6114,1235,84.0,2021-07-14,4
1532,6115,2526,96.0,2021-07-14,4
1532,6116,1278,90.0,2021-07-14,4
1532,6117,2635,96.0,2021-07-14,4
1533,6118,1031,47.5,2021-07-14,7
1533,6119,1958,38.4,2021-07-14,7
1533,6120,2198,170.0,2021-07-14,7
1534,6121,2523,84.0,2021-07-15,4
1534,6122,2554,84.0,2021-07-15,4
1534,6123,1233,84.0,2021-07-15,4
1534,6124,2540,96.0,2021-07-15,4
1534,6125,1274,90.0,2021-07-15,4
1534,6126,2633,96.0,2021-07-15,4
1535,6127,1032,47.5,2021-07-15,7
1535,6128,1970,38.4,2021-07-15,7
1535,6129,2202,170.0,2021-07-15,7
1536,6130,2521,84.0,2021-07-16,4
1536,6131,2582,84.0,2021-07-16,4
1536,6132,1239,84.0,2021-07-16,4
1536,6133,2538,96.0,2021-07-16,4
1536,6134,1276,90.0,2021-07-16,4
1536,6135,2641,96.0,2021-07-16,4
1537,6136,1033,47.5,2021-07-16,7
1537,6137,1970,38.4,2021-07-16,7
1537,6138,2217,170.0,2021-07-16,7
1538,6139,2519,84.0,2021-07-17,4
1538,6140,2587,84.0,2021-07-17,4
1538,6141,1235,84.0,2021-07-17,4
1538,6142,2541,96.0,2021-07-17,4
1538,6143,1272,90.0,2021-07-17,4
1538,6144,2639,96.0,2021-07-17,4
1539,6145,1030,47.5,2021-07-17,7
1539,6146,1968,38.4,2021-07-17,7
1539,6147,2223,170.0,2021-07-17,7
1540,6148,1,84.0,2021-07-18,4
1541,6149,9,38.4,2021-07-18,7
1541,6150,9,170.0,2021-07-18,7
1542,6151,2517,84.0,2021-07-20,4
1542,6152,2586,84.0,2021-07-20,4
1542,6153,1236,84.0,2021-07-20,4
1542,6154,2539,96.0,2021-07-20,4
1542,6155,1275,90.0,2021-07-20,4
1542,6156,2646,96.0,2021-07-20,4
1543,6157,1036,47.5,2021-07-20,7
1543,6158,1979,38.4,2021-07-20,7
1543,6159,2246,170.0,2021-07-20,7
1544,6160,2524,84.0,2021-07-21,4
1544,6161,2589,84.0,2021-07-21,4
1544,6162,1244,84.0,2021-07-21,4
1544,6163,2537,96.0,2021-07-21,4
1544,6164,1283,90.0,2021-07-21,4
1544,6165,2656,96.0,2021-07-21,4
1545,6166,1033,47.5,2021-07-21,7
1545,6167,1988,38.4,2021-07-21,7
1545,6168,2256,170.0,2021-07-21,7
1546,6169,2542,84.0,2021-07-22,4
1546,6170,2600,84.0,2021-07-22,4
1546,6171,1241,84.0,2021-07-22,4
1546,6172,2537,96.0,2021-07-22,4
1546,6173,1282,90.0,2021-07-22,4
1546,6174,2656,96.0,2021-07-22,4
1547,6175,1049,47.5,2021-07-22,7
1547,6176,2000,38.4,2021-07-22,7
1547,6177,2274,170.0,2021-07-22,7
1548,6178,2540,84.0,2021-07-23,4
1548,6179,2629,84.0,2021-07-23,4
1548,6180,1253,84.0,2021-07-23,4
1548,6181,2553,96.0,2021-07-23,4
1548,6182,1289,90.0,2021-07-23,4
1548,6183,2663,96.0,2021-07-23,4
1549,6184,1063,47.5,2021-07-23,7
1549,6185,2003,38.4,2021-07-23,7
1549,6186,2272,170.0,2021-07-23,7
1550,6187,2541,84.0,2021-07-24,4
1550,6188,2637,84.0,2021-07-24,4
1550,6189,1261,84.0,2021-07-24,4
1550,6190,2568,96.0,2021-07-24,4
1550,6191,1285,90.0,2021-07-24,4
1550,6192,2670,96.0,2021-07-24,4
1551,6193,1073,47.5,2021-07-24,7
1551,6194,2009,38.4,2021-07-24,7
1551,6195,2280,170.0,2021-07-24,7
1552,6196,3,96.0,2021-07-25,4
1552,6197,10,90.0,2021-07-25,4
1552,6198,6,96.0,2021-07-25,4
1553,6199,8,47.5,2021-07-25,7
1553,6200,5,38.4,2021-07-25,7
1553,6201,2,170.0,2021-07-25,7
1554,6202,2551,84.0,2021-07-27,4
1554,6203,2633,84.0,2021-07-27,4
1554,6204,1259,84.0,2021-07-27,4
1554,6205,2569,96.0,2021-07-27,4
1554,6206,1294,90.0,2021-07-27,4
1554,6207,2685,96.0,2021-07-27,4
1555,6208,1078,47.5,2021-07-27,7
1555,6209,2018,38.4,2021-07-27,7
1555,6210,2280,170.0,2021-07-27,7
1556,6211,2549,84.0,2021-07-28,4
1556,6212,2641,84.0,2021-07-28,4
1556,6213,1255,84.0,2021-07-28,4
1556,6214,2576,96.0,2021-07-28,4
1556,6215,1296,90.0,2021-07-28,4
1556,6216,2689,96.0,2021-07-28,4
1557,6217,1075,47.5,2021-07-28,7
1557,6218,2016,38.4,2021-07-28,7
1557,6219,2278,170.0,2021-07-28,7
1558,6220,2547,84.0,2021-07-29,4
1558,6221,2666,84.0,2021-07-29,4
1558,6222,1251,84.0,2021-07-29,4
1558,6223,2584,96.0,2021-07-29,4
1558,6224,1307,90.0,2021-07-29,4
1558,6225,2687,96.0,2021-07-29,4
1559,6226,1076,47.5,2021-07-29,7
1559,6227,2027,38.4,2021-07-29,7
1559,6228,2278,170.0,2021-07-29,7
1560,6229,894,84.0,2021-07-30,4
1560,6230,934,84.0,2021-07-30,4
1560,6231,445,84.0,2021-07-30,4
1560,6232,912,96.0,2021-07-30,4
1560,6233,460,90.0,2021-07-30,4
1560,6234,940,96.0,2021-07-30,4
1561,6235,1083,47.5,2021-07-30,7
1561,6236,2025,38.4,2021-07-30,7
1561,6237,2290,170.0,2021-07-30,7
1562,6238,1353,84.0,2021-07-31,4
1562,6239,1414,84.0,2021-07-31,4
1562,6240,672,84.0,2021-07-31,4
1562,6241,1380,96.0,2021-07-31,4
1562,6242,695,90.0,2021-07-31,4
1562,6243,1431,96.0,2021-07-31,4
1563,6244,1086,47.5,2021-07-31,7
1563,6245,2023,38.4,2021-07-31,7
1563,6246,2291,170.0,2021-07-31,7
1564,6247,1,84.0,2021-08-01,4
1564,6248,8,96.0,2021-08-01,4
1564,6249,10,96.0,2021-08-01,4
1565,6250,2561,84.0,2021-08-03,4
1565,6251,2678,84.0,2021-08-03,4
1565,6252,1271,84.0,2021-08-03,4
1565,6253,2621,96.0,2021-08-03,4
1565,6254,1306,90.0,2021-08-03,4
1565,6255,2722,96.0,2021-08-03,4
1566,6256,1080,47.5,2021-08-03,7
1566,6257,2026,38.4,2021-08-03,7
1566,6258,2293,170.0,2021-08-03,7
1567,6259,2579,84.0,2021-08-04,4
1567,6260,2678,84.0,2021-08-04,4
1567,6261,1281,84.0,2021-08-04,4
1567,6262,2621,96.0,2021-08-04,4
1567,6263,1311,90.0,2021-08-04,4
1567,6264,2729,96.0,2021-08-04,4
1568,6265,1077,47.5,2021-08-04,7
1568,6266,2036,38.4,2021-08-04,7
1568,6267,2295,170.0,2021-08-04,7
1569,6268,2577,84.0,2021-08-05,4
1569,6269,2690,84.0,2021-08-05,4
1569,6270,1278,84.0,2021-08-05,4
1569,6271,2629,96.0,2021-08-05,4
1569,6272,1307,90.0,2021-08-05,4
1569,6273,2728,96.0,2021-08-05,4
1570,6274,1076,47.5,2021-08-05,7
1570,6275,2041,38.4,2021-08-05,7
1570,6276,2301,170.0,2021-08-05,7
1571,6277,2575,84.0,2021-08-06,4
1571,6278,2689,84.0,2021-08-06,4
1571,6279,1282,84.0,2021-08-06,4
1571,6280,2633,96.0,2021-08-06,4
1571,6281,1303,90.0,2021-08-06,4
1571,6282,2726,96.0,2021-08-06,4
1572,6283,1073,47.5,2021-08-06,7
1572,6284,2041,38.4,2021-08-06,7
1572,6285,2319,170.0,2021-08-06,7
1573,6286,2573,84.0,2021-08-07,4
1573,6287,2687,84.0,2021-08-07,4
1573,6288,1278,84.0,2021-08-07,4
1573,6289,2631,96.0,2021-08-07,4
1573,6290,1299,90.0,2021-08-07,4
1573,6291,2726,96.0,2021-08-07,4
1574,6292,1070,47.5,2021-08-07,7
1574,6293,2039,38.4,2021-08-07,7
1574,6294,2318,170.0,2021-08-07,7
1575,6295,6,84.0,2021-08-08,4
1575,6296,8,84.0,2021-08-08,4
1575,6297,4,90.0,2021-08-08,4
1575,6298,6,96.0,2021-08-08,4
1576,6299,15,38.4,2021-08-08,7
1576,6300,8,170.0,2021-08-08,7
1577,6301,2580,84.0,2021-08-10,4
1577,6302,2693,84.0,2021-08-10,4
1577,6303,1292,84.0,2021-08-10,4
1577,6304,2628,96.0,2021-08-10,4
1577,6305,1299,90.0,2021-08-10,4
1577,6306,2749,96.0,2021-08-10,4
1578,6307,1070,47.5,2021-08-10,7
1578,6308,2059,38.4,2021-08-10,7
1578,6309,2327,170.0,2021-08-10,7
1579,6310,2604,84.0,2021-08-11,4
1579,6311,2696,84.0,2021-08-11,4
1579,6312,1295,84.0,2021-08-11,4
1579,6313,2626,96.0,2021-08-11,4
1579,6314,1301,90.0,2021-08-11,4
1579,6315,2760,96.0,2021-08-11,4
1580,6316,1067,47.5,2021-08-11,7
1580,6317,2067,38.4,2021-08-11,7
1580,6318,2328,170.0,2021-08-11,7
1581,6319,2618,84.0,2021-08-12,4
1581,6320,2724,84.0,2021-08-12,4
1581,6321,1291,84.0,2021-08-12,4
1581,6322,2629,96.0,2021-08-12,4
1581,6323,1311,90.0,2021-08-12,4
1581,6324,2758,96.0,2021-08-12,4
1582,6325,1075,47.5,2021-08-12,7
1582,6326,2074,38.4,2021-08-12,7
1582,6327,2326,170.0,2021-08-12,7
1583,6328,2619,84.0,2021-08-13,4
1583,6329,2722,84.0,2021-08-13,4
1583,6330,1293,84.0,2021-08-13,4
1583,6331,2627,96.0,2021-08-13,4
1583,6332,1307,90.0,2021-08-13,4
1583,6333,2770,96.0,2021-08-13,4
1584,6334,1080,47.5,2021-08-13,7
1584,6335,2072,38.4,2021-08-13,7
1584,6336,2324,170.0,2021-08-13,7
1585,6337,2625,84.0,2021-08-14,4
1585,6338,2727,84.0,2021-08-14,4
1585,6339,1298,84.0,2021-08-14,4
1585,6340,2643,96.0,2021-08-14,4
1585,6341,1303,90.0,2021-08-14,4
1585,6342,2768,96.0,2021-08-14,4
1586,6343,1077,47.5,2021-08-14,7
1586,6344,2078,38.4,2021-08-14,7
1586,6345,2329,170.0,2021-08-14,7
1587,6346,1,84.0,2021-08-15,4
1587,6347,2,96.0,2021-08-15,4
1587,6348,5,96.0,2021-08-15,4
1588,6349,2628,84.0,2021-08-17,4
1588,6350,2737,84.0,2021-08-17,4
1588,6351,1300,84.0,2021-08-17,4
1588,6352,2644,96.0,2021-08-17,4
1588,6353,1297,90.0,2021-08-17,4
1588,6354,2772,96.0,2021-08-17,4
1589,6355,1071,47.5,2021-08-17,7
1589,6356,2074,38.4,2021-08-17,7
1589,6357,2325,170.0,2021-08-17,7
1590,6358,2630,84.0,2021-08-18,4
1590,6359,2744,84.0,2021-08-18,4
1590,6360,1297,84.0,2021-08-18,4
1590,6361,2642,96.0,2021-08-18,4
1590,6362,1309,90.0,2021-08-18,4
1590,6363,2770,96.0,2021-08-18,4
1591,6364,1068,47.5,2021-08-18,7
1591,6365,2082,38.4,2021-08-18,7
1591,6366,2326,170.0,2021-08-18,7
1592,6367,2628,84.0,2021-08-19,4
1592,6368,2742,84.0,2021-08-19,4
1592,6369,1302,84.0,2021-08-19,4
1592,6370,2649,96.0,2021-08-19,4
1592,6371,1305,90.0,2021-08-19,4
1592,6372,2768,96.0,2021-08-19,4
1593,6373,1089,47.5,2021-08-19,7
1593,6374,2087,38.4,2021-08-19,7
1593,6375,2324,170.0,2021-08-19,7
1594,6376,2626,84.0,2021-08-20,4
1594,6377,2740,84.0,2021-08-20,4
1594,6378,1298,84.0,2021-08-20,4
1594,6379,2647,96.0,2021-08-20,4
1594,6380,1308,90.0,2021-08-20,4
1594,6381,2769,96.0,2021-08-20,4
1595,6382,1092,47.5,2021-08-20,7
1595,6383,2091,38.4,2021-08-20,7
1595,6384,2328,170.0,2021-08-20,7
1596,6385,2624,84.0,2021-08-21,4
1596,6386,2745,84.0,2021-08-21,4
1596,6387,1321,84.0,2021-08-21,4
1596,6388,2645,96.0,2021-08-21,4
1596,6389,1311,90.0,2021-08-21,4
1596,6390,2772,96.0,2021-08-21,4
1597,6391,1089,47.5,2021-08-21,7
1597,6392,2099,38.4,2021-08-21,7
1597,6393,2326,170.0,2021-08-21,7
1598,6394,8,84.0,2021-08-22,4
1598,6395,1,90.0,2021-08-22,4
1598,6396,13,96.0,2021-08-22,4
1599,6397,6,38.4,2021-08-22,7
1600,6398,2624,84.0,2021-08-24,4
1600,6399,2746,84.0,2021-08-24,4
1600,6400,1338,84.0,2021-08-24,4
1600,6401,2651,96.0,2021-08-24,4
1600,6402,1308,90.0,2021-08-24,4
1600,6403,2787,96.0,2021-08-24,4
1601,6404,1090,47.5,2021-08-24,7
1601,6405,2103,38.4,2021-08-24,7
1601,6406,2320,170.0,2021-08-24,7
1602,6407,2628,84.0,2021-08-25,4
1602,6408,2754,84.0,2021-08-25,4
1602,6409,1342,84.0,2021-08-25,4
1602,6410,2657,96.0,2021-08-25,4
1602,6411,1311,90.0,2021-08-25,4
1602,6412,2790,96.0,2021-08-25,4
1603,6413,1089,47.5,2021-08-25,7
1603,6414,2114,38.4,2021-08-25,7
1603,6415,2331,170.0,2021-08-25,7
1604,6416,2641,84.0,2021-08-26,4
1604,6417,2752,84.0,2021-08-26,4
1604,6418,1346,84.0,2021-08-26,4
1604,6419,2668,96.0,2021-08-26,4
1604,6420,1320,90.0,2021-08-26,4
1604,6421,2794,96.0,2021-08-26,4
1605,6422,1086,47.5,2021-08-26,7
1605,6423,2127,38.4,2021-08-26,7
1605,6424,2335,170.0,2021-08-26,7
1606,6425,2644,84.0,2021-08-27,4
1606,6426,2760,84.0,2021-08-27,4
1606,6427,1350,84.0,2021-08-27,4
1606,6428,2672,96.0,2021-08-27,4
1606,6429,1316,90.0,2021-08-27,4
1606,6430,2810,96.0,2021-08-27,4
1607,6431,1083,47.5,2021-08-27,7
1607,6432,2133,38.4,2021-08-27,7
1607,6433,2343,170.0,2021-08-27,7
1608,6434,2642,84.0,2021-08-28,4
1608,6435,2775,84.0,2021-08-28,4
1608,6436,1373,84.0,2021-08-28,4
1608,6437,2670,96.0,2021-08-28,4
1608,6438,1337,90.0,2021-08-28,4
1608,6439,2811,96.0,2021-08-28,4
1609,6440,1099,47.5,2021-08-28,7
1609,6441,2139,38.4,2021-08-28,7
1609,6442,2341,170.0,2021-08-28,7
1610,6443,4,90.0,2021-08-29,4
1611,6444,2,38.4,2021-08-29,7
1612,6445,2638,84.0,2021-08-31,4
1612,6446,2779,84.0,2021-08-31,4
1612,6447,1365,84.0,2021-08-31,4
1612,6448,2669,96.0,2021-08-31,4
1612,6449,1337,90.0,2021-08-31,4
1612,6450,2807,96.0,2021-08-31,4
1613,6451,1096,47.5,2021-08-31,7
1613,6452,2142,38.4,2021-08-31,7
1613,6453,2338,170.0,2021-08-31,7
1614,6454,2636,84.0,2021-09-01,4
1614,6455,2787,84.0,2021-09-01,4
1614,6456,1376,84.0,2021-09-01,4
1614,6457,2668,96.0,2021-09-01,4
1614,6458,1335,90.0,2021-09-01,4
1614,6459,2805,96.0,2021-09-01,4
1615,6460,1103,47.5,2021-09-01,7
1615,6461,2150,38.4,2021-09-01,7
1615,6462,2336,170.0,2021-09-01,7
1616,6463,2651,84.0,2021-09-02,4
1616,6464,2785,84.0,2021-09-02,4
1616,6465,1381,84.0,2021-09-02,4
1616,6466,2691,96.0,2021-09-02,4
1616,6467,1345,90.0,2021-09-02,4
1616,6468,2808,96.0,2021-09-02,4
1617,6469,1102,47.5,2021-09-02,7
1617,6470,2152,38.4,2021-09-02,7
1617,6471,2334,170.0,2021-09-02,7
1618,6472,2660,84.0,2021-09-03,4
1618,6473,2786,84.0,2021-09-03,4
1618,6474,1389,84.0,2021-09-03,4
1618,6475,2689,96.0,2021-09-03,4
1618,6476,1352,90.0,2021-09-03,4
1618,6477,2809,96.0,2021-09-03,4
1619,6478,1099,47.5,2021-09-03,7
1619,6479,2150,38.4,2021-09-03,7
1619,6480,2337,170.0,2021-09-03,7
1620,6481,2658,84.0,2021-09-04,4
1620,6482,2786,84.0,2021-09-04,4
1620,6483,1402,84.0,2021-09-04,4
1620,6484,2698,96.0,2021-09-04,4
1620,6485,1376,90.0,2021-09-04,4
1620,6486,2814,96.0,2021-09-04,4
1621,6487,1096,47.5,2021-09-04,7
1621,6488,2148,38.4,2021-09-04,7
1621,6489,2344,170.0,2021-09-04,7
1622,6490,1,84.0,2021-09-05,4
1622,6491,10,84.0,2021-09-05,4
1622,6492,8,84.0,2021-09-05,4
1622,6493,10,96.0,2021-09-05,4
1622,6494,9,90.0,2021-09-05,4
1622,6495,2,96.0,2021-09-05,4
1623,6496,4,38.4,2021-09-05,7
1624,6497,2659,84.0,2021-09-07,4
1624,6498,2794,84.0,2021-09-07,4
1624,6499,1406,84.0,2021-09-07,4
1624,6500,2722,96.0,2021-09-07,4
1624,6501,1389,90.0,2021-09-07,4
1624,6502,2814,96.0,2021-09-07,4
1625,6503,1089,47.5,2021-09-07,7
1625,6504,2150,38.4,2021-09-07,7
1625,6505,2355,170.0,2021-09-07,7
1626,6506,2657,84.0,2021-09-08,4
1626,6507,2792,84.0,2021-09-08,4
1626,6508,1411,84.0,2021-09-08,4
1626,6509,2739,96.0,2021-09-08,4
1626,6510,1396,90.0,2021-09-08,4
1626,6511,2812,96.0,2021-09-08,4
1627,6512,1098,47.5,2021-09-08,7
1627,6513,2157,38.4,2021-09-08,7
1627,6514,2353,170.0,2021-09-08,7
1628,6515,2662,84.0,2021-09-09,4
1628,6516,2799,84.0,2021-09-09,4
1628,6517,1407,84.0,2021-09-09,4
1628,6518,2737,96.0,2021-09-09,4
1628,6519,1392,90.0,2021-09-09,4
1628,6520,2812,96.0,2021-09-09,4
1629,6521,1102,47.5,2021-09-09,7
1629,6522,2155,38.4,2021-09-09,7
1629,6523,2364,170.0,2021-09-09,7
1630,6524,2661,84.0,2021-09-10,4
1630,6525,2806,84.0,2021-09-10,4
1630,6526,1414,84.0,2021-09-10,4
1630,6527,2747,96.0,2021-09-10,4
1630,6528,1388,90.0,2021-09-10,4
1630,6529,2810,96.0,2021-09-10,4
1631,6530,1107,47.5,2021-09-10,7
1631,6531,2153,38.4,2021-09-10,7
1631,6532,2380,170.0,2021-09-10,7
1632,6533,2672,84.0,2021-09-11,4
1632,6534,2809,84.0,2021-09-11,4
1632,6535,1432,84.0,2021-09-11,4
1632,6536,2767,96.0,2021-09-11,4
1632,6537,1394,90.0,2021-09-11,4
1632,6538,2835,96.0,2021-09-11,4
1633,6539,1112,47.5,2021-09-11,7
1633,6540,2151,38.4,2021-09-11,7
1633,6541,2381,170.0,2021-09-11,7
1634,6542,7,38.4,2021-09-12,7
1635,6543,2669,84.0,2021-09-14,4
1635,6544,2810,84.0,2021-09-14,4
1635,6545,1426,84.0,2021-09-14,4
1635,6546,2764,96.0,2021-09-14,4
1635,6547,1392,90.0,2021-09-14,4
1635,6548,2832,96.0,2021-09-14,4
1636,6549,1106,47.5,2021-09-14,7
1636,6550,2164,38.4,2021-09-14,7
1636,6551,2377,170.0,2021-09-14,7
1637,6552,2667,84.0,2021-09-15,4
1637,6553,2811,84.0,2021-09-15,4
1637,6554,1432,84.0,2021-09-15,4
1637,6555,2762,96.0,2021-09-15,4
1637,6556,1391,90.0,2021-09-15,4
1637,6557,2840,96.0,2021-09-15,4
1638,6558,1115,47.5,2021-09-15,7
1638,6559,2177,38.4,2021-09-15,7
1638,6560,2393,170.0,2021-09-15,7
1639,6561,2665,84.0,2021-09-16,4
1639,6562,2816,84.0,2021-09-16,4
1639,6563,1428,84.0,2021-09-16,4
1639,6564,2760,96.0,2021-09-16,4
1639,6565,1387,90.0,2021-09-16,4
1639,6566,2838,96.0,2021-09-16,4
1640,6567,1120,47.5,2021-09-16,7
1640,6568,2175,38.4,2021-09-16,7
1640,6569,2391,170.0,2021-09-16,7
1641,6570,2667,84.0,2021-09-17,4
1641,6571,2814,84.0,2021-09-17,4
1641,6572,1439,84.0,2021-09-17,4
1641,6573,2762,96.0,2021-09-17,4
1641,6574,1383,90.0,2021-09-17,4
1641,6575,2844,96.0,2021-09-17,4
1642,6576,1137,47.5,2021-09-17,7
1642,6577,2176,38.4,2021-09-17,7
1642,6578,2393,170.0,2021-09-17,7
1643,6579,2665,84.0,2021-09-18,4
1643,6580,2819,84.0,2021-09-18,4
1643,6581,1435,84.0,2021-09-18,4
1643,6582,2760,96.0,2021-09-18,4
1643,6583,1381,90.0,2021-09-18,4
1643,6584,2842,96.0,2021-09-18,4
1644,6585,1143,47.5,2021-09-18,7
1644,6586,2174,38.4,2021-09-18,7
1644,6587,2400,170.0,2021-09-18,7
1645,6588,6,96.0,2021-09-19,4
1645,6589,5,90.0,2021-09-19,4
1646,6590,9,47.5,2021-09-19,7
1646,6591,14,170.0,2021-09-19,7
1647,6592,2661,84.0,2021-09-21,4
1647,6593,2828,84.0,2021-09-21,4
1647,6594,1437,84.0,2021-09-21,4
1647,6595,2775,96.0,2021-09-21,4
1647,6596,1396,90.0,2021-09-21,4
1647,6597,2849,96.0,2021-09-21,4
1648,6598,1162,47.5,2021-09-21,7
1648,6599,2168,38.4,2021-09-21,7
1648,6600,2416,170.0,2021-09-21,7
1649,6601,2677,84.0,2021-09-22,4
1649,6602,2845,84.0,2021-09-22,4
1649,6603,1444,84.0,2021-09-22,4
1649,6604,2776,96.0,2021-09-22,4
1649,6605,1401,90.0,2021-09-22,4
1649,6606,2862,96.0,2021-09-22,4
1650,6607,1159,47.5,2021-09-22,7
1650,6608,2172,38.4,2021-09-22,7
1650,6609,2423,170.0,2021-09-22,7
1651,6610,2675,84.0,2021-09-23,4
1651,6611,2857,84.0,2021-09-23,4
1651,6612,1440,84.0,2021-09-23,4
1651,6613,2803,96.0,2021-09-23,4
1651,6614,1397,90.0,2021-09-23,4
1651,6615,2873,96.0,2021-09-23,4
1652,6616,1162,47.5,2021-09-23,7
1652,6617,2174,38.4,2021-09-23,7
1652,6618,2421,170.0,2021-09-23,7
1653,6619,2680,84.0,2021-09-24,4
1653,6620,2855,84.0,2021-09-24,4
1653,6621,1436,84.0,2021-09-24,4
1653,6622,2809,96.0,2021-09-24,4
1653,6623,1398,90.0,2021-09-24,4
1653,6624,2871,96.0,2021-09-24,4
1654,6625,1163,47.5,2021-09-24,7
1654,6626,2175,38.4,2021-09-24,7
1654,6627,2419,170.0,2021-09-24,7
1655,6628,2679,84.0,2021-09-25,4
1655,6629,2853,84.0,2021-09-25,4
1655,6630,1432,84.0,2021-09-25,4
1655,6631,2807,96.0,2021-09-25,4
1655,6632,1404,90.0,2021-09-25,4
1655,6633,2869,96.0,2021-09-25,4
1656,6634,1170,47.5,2021-09-25,7
1656,6635,2183,38.4,2021-09-25,7
1656,6636,2427,170.0,2021-09-25,7
1657,6637,1,84.0,2021-09-26,4
1657,6638,15,84.0,2021-09-26,4
1657,6639,10,84.0,2021-09-26,4
1657,6640,1,96.0,2021-09-26,4
1657,6641,9,96.0,2021-09-26,4
